Country,Code,Year,Aquaculture (tonnes),Fisheries (tonnes),Consumption (kg per capita),Artisanal,Industrial,Recreational,Subsistence,Stocks_within,Stocks_overexploited,p_increase_aqua,p_increase_fish,p_increase_consumption,p_increase_artisanal,p_increase_industrial,p_increase_recreational,p_increase_subsistence,p_increase_share_within,p_increase_share_over
Russia,RUS,1998,66230,4516052,21.9,,,,,,,10.82%,-4.69%,-3.52%,,,,,,
Russia,RUS,1999,71615,4217889,19.48,,,,,,,8.13%,-6.60%,-11.05%,,,,,,
Russia,RUS,2000,77132,4077611,17.88,,,,,,,7.70%,-3.33%,-8.21%,,,,,,
Russia,RUS,2001,90449,3686491,17.72,,,,,,,17.27%,-9.59%,-0.89%,,,,,,
Russia,RUS,2002,101483,3291036,16.86,,,,,,,12.20%,-10.73%,-4.85%,,,,,,
Russia,RUS,2003,108751,3339831,17.3,,,,,,,7.16%,1.48%,2.61%,,,,,,
Russia,RUS,2004,110018,2968363,16.66,,,,,,,1.17%,-11.12%,-3.70%,,,,,,
Russia,RUS,2005,114997,3236386,18.62,,,,,,,4.53%,9.03%,11.76%,,,,,,
Russia,RUS,2006,106343,3319235,18.56,,,,,,,-7.53%,2.56%,-0.32%,,,,,,
Russia,RUS,2007,105803,3497246,22.36,,,,,,,-0.51%,5.36%,20.47%,,,,,,
Russia,RUS,2008,115680,3411736,21.69,,,,,,,9.34%,-2.45%,-3.00%,,,,,,
Russia,RUS,2009,117310,3838545,22.7,,,,,,,1.41%,12.51%,4.66%,,,,,,
Russia,RUS,2010,120998,4081092,22.33,,,,,,,3.14%,6.32%,-1.63%,,,,,,
Russia,RUS,2011,129651,4268684,22.24,,,,,,,7.15%,4.60%,-0.40%,,,,,,
Russia,RUS,2012,146455,4343101,23.75,,,,,,,12.96%,1.74%,6.79%,,,,,,
Russia,RUS,2013,155540,4370871,22.93,,,,,,,6.20%,0.64%,-3.45%,,,,,,
Russia,RUS,2014,163600,4269502,22.49,,,,,,,5.18%,-2.32%,-1.92%,,,,,,
Russia,RUS,2015,154050,4468629,20.12,,,,,,,-5.84%,4.66%,-10.54%,,,,,,
Russia,RUS,2016,173981,4777078,20.58,,,,,,,12.94%,6.90%,2.29%,,,,,,
Russia,RUS,2017,186544,4884529,20.07,,,,,,,7.22%,2.25%,-2.48%,,,,,,
Rwanda,RWA,1978,18,715,0.17,,,,,,,,,,,,,,,
Rwanda,RWA,1979,20,954,0.23,,,,,,,11.11%,33.43%,35.29%,,,,,,
Rwanda,RWA,1980,23,1200,0.36,,,,,,,15.00%,25.79%,56.52%,,,,,,
Rwanda,RWA,1981,27,955,0.24,,,,,,,17.39%,-20.42%,-33.33%,,,,,,
Rwanda,RWA,1982,30,1210,0.26,,,,,,,11.11%,26.70%,8.33%,,,,,,
Rwanda,RWA,1983,36,1212,0.26,,,,,,,20.00%,0.17%,0.00%,,,,,,
Rwanda,RWA,1984,39,786,0.21,,,,,,,8.33%,-35.15%,-19.23%,,,,,,
Rwanda,RWA,1985,39,906,0.31,,,,,,,0.00%,15.27%,47.62%,,,,,,
Rwanda,RWA,1986,61,1485,0.31,,,,,,,56.41%,63.91%,0.00%,,,,,,
Rwanda,RWA,1987,64,1630,0.47,,,,,,,4.92%,9.76%,51.61%,,,,,,
Rwanda,RWA,1988,38,1290,0.25,,,,,,,-40.63%,-20.86%,-46.81%,,,,,,
Rwanda,RWA,1989,44,1472,0.25,,,,,,,15.79%,14.11%,0.00%,,,,,,
Rwanda,RWA,1990,164,2350,0.39,,,,,,,272.73%,59.65%,56.00%,,,,,,
Rwanda,RWA,1991,58,3503,0.63,,,,,,,-64.63%,49.06%,61.54%,,,,,,
Rwanda,RWA,1992,53,3644,0.84,,,,,,,-8.62%,4.03%,33.33%,,,,,,
Rwanda,RWA,1993,53,3500,0.66,,,,,,,0.00%,-3.95%,-21.43%,,,,,,
Rwanda,RWA,1994,60,3400,0.65,,,,,,,13.21%,-2.86%,-1.52%,,,,,,
Rwanda,RWA,1995,79,3300,0.64,,,,,,,31.67%,-2.94%,-1.54%,,,,,,
Rwanda,RWA,1996,100,2952,0.54,,,,,,,26.58%,-10.55%,-15.63%,,,,,,
Rwanda,RWA,1997,118,4428,0.74,,,,,,,18.00%,50.00%,37.04%,,,,,,
Rwanda,RWA,1998,128,6641,0.98,,,,,,,8.47%,49.98%,32.43%,,,,,,
Rwanda,RWA,1999,300,6433,0.87,,,,,,,134.38%,-3.13%,-11.22%,,,,,,
Rwanda,RWA,2000,270,6726,0.87,,,,,,,-10.00%,4.55%,0.00%,,,,,,
Rwanda,RWA,2001,435,6828,0.85,,,,,,,61.11%,1.52%,-2.30%,,,,,,
Rwanda,RWA,2002,612,7000,0.89,,,,,,,40.69%,2.52%,4.71%,,,,,,
Rwanda,RWA,2003,1027,7400,0.95,,,,,,,67.81%,5.71%,6.74%,,,,,,
Rwanda,RWA,2004,386,7826,0.89,,,,,,,-62.41%,5.76%,-6.32%,,,,,,
Rwanda,RWA,2005,34.15000153,6816,0.73,,,,,,,-91.15%,-12.91%,-17.98%,,,,,,
Rwanda,RWA,2006,30.20000076,7711,1.13,,,,,,,-11.57%,13.13%,54.79%,,,,,,
Rwanda,RWA,2007,60.20000076,9186,1.59,,,,,,,99.34%,19.13%,40.71%,,,,,,
Rwanda,RWA,2008,60.25,11587,1.94,,,,,,,0.08%,26.14%,22.01%,,,,,,
Rwanda,RWA,2009,60.29999924,11552,2.09,,,,,,,0.08%,-0.30%,7.73%,,,,,,
Rwanda,RWA,2010,100.3000031,13000,2.62,,,,,,,66.33%,12.53%,25.36%,,,,,,
Rwanda,RWA,2011,265.3300171,16994,4.1,,,,,,,164.54%,30.72%,56.49%,,,,,,
Rwanda,RWA,2012,505.980011,18980,3.99,,,,,,,90.70%,11.69%,-2.68%,,,,,,
Rwanda,RWA,2013,1165.199951,22390,3.88,,,,,,,130.29%,17.97%,-2.76%,,,,,,
Rwanda,RWA,2014,1504,25159,5.26,,,,,,,29.08%,12.37%,35.57%,,,,,,
Rwanda,RWA,2015,1620.199951,29334,7.15,,,,,,,7.73%,16.59%,35.93%,,,,,,
Rwanda,RWA,2016,1580,25013,7.86,,,,,,,-2.48%,-14.73%,9.93%,,,,,,
Rwanda,RWA,2017,3357,25000,7.66,,,,,,,112.47%,-0.05%,-2.54%,,,,,,
Saint Kitts and Nevis,K,1961,0,600,11.76,,,,,,,,,,,,,,,
Saint Kitts and Nevis,K,1962,0,600,11.76,,,,,,,,0.00%,0.00%,,,,,,
Saint Kitts and Nevis,K,1963,0,700,13.73,,,,,,,,16.67%,16.75%,,,,,,
Saint Kitts and Nevis,K,1964,0,700,14,,,,,,,,0.00%,1.97%,,,,,,
Saint Kitts and Nevis,K,1965,0,700,14.29,,,,,,,,0.00%,2.07%,,,,,,
Saint Kitts and Nevis,K,1966,0,800,16.67,,,,,,,,14.29%,16.66%,,,,,,
Saint Kitts and Nevis,K,1967,0,800,17.02,,,,,,,,0.00%,2.10%,,,,,,
Saint Kitts and Nevis,K,1968,0,800,17.39,,,,,,,,0.00%,2.17%,,,,,,
Saint Kitts and Nevis,K,1969,0,800,17.39,,,,,,,,0.00%,0.00%,,,,,,
Saint Kitts and Nevis,K,1970,0,1000,22.22,,,,,,,,25.00%,27.77%,,,,,,
Saint Kitts and Nevis,K,1971,0,1000,22.73,,,,,,,,0.00%,2.30%,,,,,,
Saint Kitts and Nevis,K,1972,0,1000,39.21,,,,,,,,0.00%,72.50%,,,,,,
Saint Kitts and Nevis,K,1973,0,1000,38.93,,,,,,,,0.00%,-0.71%,,,,,,
Saint Kitts and Nevis,K,1974,0,1000,40.29,,,,,,,,0.00%,3.49%,,,,,,
Saint Kitts and Nevis,K,1975,0,1218,42.15,,,,,,,,21.80%,4.62%,,,,,,
Saint Kitts and Nevis,K,1976,0,1684,52.22,,,,,,,,38.26%,23.89%,,,,,,
Saint Kitts and Nevis,K,1977,0,1695,47.83,,,,,,,,0.65%,-8.41%,,,,,,
Saint Kitts and Nevis,K,1978,0,1790,49.65,,,,,,,,5.60%,3.81%,,,,,,
Saint Kitts and Nevis,K,1979,0,1777,50.96,,,,,,,,-0.73%,2.64%,,,,,,
Saint Kitts and Nevis,K,1989,3,710,27.76,,,,,,,,-60.05%,-45.53%,,,,,,
Saint Kitts and Nevis,K,1990,3,620,26.27,,,,,,,0.00%,-12.68%,-5.37%,,,,,,
Saint Kitts and Nevis,K,1991,3,450,16.67,,,,,,,0.00%,-27.42%,-36.54%,,,,,,
Saint Kitts and Nevis,K,1992,0,300,12.29,,,,,,,-100.00%,-33.33%,-26.27%,,,,,,
Saint Kitts and Nevis,K,1993,0,250,11,,,,,,,,-16.67%,-10.50%,,,,,,
Saint Kitts and Nevis,K,1994,0,357,11.49,,,,,,,,42.80%,4.45%,,,,,,
Saint Kitts and Nevis,K,1995,0,339,30.34,,,,,,,,-5.04%,164.06%,,,,,,
Saint Kitts and Nevis,K,1996,0,687,35.18,,,,,,,,102.65%,15.95%,,,,,,
Saint Kitts and Nevis,K,1997,0,418,26.09,,,,,,,,-39.16%,-25.84%,,,,,,
Saint Kitts and Nevis,K,1998,0,967,21.48,,,,,,,,131.34%,-17.67%,,,,,,
Saint Kitts and Nevis,K,1999,1,933,29.07,,,,,,,,-3.52%,35.34%,,,,,,
Saint Kitts and Nevis,K,2000,1,970,34.84,,,,,,,0.00%,3.97%,19.85%,,,,,,
Saint Kitts and Nevis,K,2001,1,1039,30.6,,,,,,,0.00%,7.11%,-12.17%,,,,,,
Saint Kitts and Nevis,K,2002,1,949,33.25,,,,,,,0.00%,-8.66%,8.66%,,,,,,
Saint Kitts and Nevis,K,2003,1,873,30.6,,,,,,,0.00%,-8.01%,-7.97%,,,,,,
Saint Kitts and Nevis,K,2004,1,1111,32.38,,,,,,,0.00%,27.26%,5.82%,,,,,,
Saint Kitts and Nevis,K,2005,1,1516,32.06,,,,,,,0.00%,36.45%,-0.99%,,,,,,
Saint Kitts and Nevis,K,2006,1,1179,35.33,,,,,,,0.00%,-22.23%,10.20%,,,,,,
Saint Kitts and Nevis,K,2007,1,1275,34.23,,,,,,,0.00%,8.14%,-3.11%,,,,,,
Saint Kitts and Nevis,K,2008,1,1342,37.73,,,,,,,0.00%,5.25%,10.22%,,,,,,
Saint Kitts and Nevis,K,2009,1,2064,37.35,,,,,,,0.00%,53.80%,-1.01%,,,,,,
Saint Kitts and Nevis,K,2010,1,21754,39,,,,,,,0.00%,953.97%,4.42%,,,,,,
Saint Kitts and Nevis,K,2011,1,31071,37.82,,,,,,,0.00%,42.83%,-3.03%,,,,,,
Saint Kitts and Nevis,K,2012,1,21887,37.12,,,,,,,0.00%,-29.56%,-1.85%,,,,,,
Saint Kitts and Nevis,K,2013,1,17717,37.12,,,,,,,0.00%,-19.05%,0.00%,,,,,,
Saint Kitts and Nevis,K,2014,1.200000048,66142,36.96,,,,,,,20.00%,273.33%,-0.43%,,,,,,
Saint Kitts and Nevis,K,2015,1.5,100398,36.65,,,,,,,25.00%,51.79%,-0.84%,,,,,,
Saint Kitts and Nevis,K,2016,1,65769,36.35,,,,,,,-33.33%,-34.49%,-0.82%,,,,,,
Saint Kitts and Nevis,K,2017,1.5,85457,36.05,,,,,,,50.00%,29.94%,-0.83%,,,,,,
Saint Lucia,LCA,1970,0,1419,25.52,,,,,,,,,,,,,,,
Saint Lucia,LCA,1971,0,1519,29.24,,,,,,,,7.05%,14.58%,,,,,,
Saint Lucia,LCA,1972,0,1519,30.85,,,,,,,,0.00%,5.51%,,,,,,
Saint Lucia,LCA,1973,0,1627,28.99,,,,,,,,7.11%,-6.03%,,,,,,
Saint Lucia,LCA,1974,0,1700,26.84,,,,,,,,4.49%,-7.42%,,,,,,
Saint Lucia,LCA,1975,0,2000,27.65,,,,,,,,17.65%,3.02%,,,,,,
Saint Lucia,LCA,1976,0,2200,29.91,,,,,,,,10.00%,8.17%,,,,,,
Saint Lucia,LCA,1977,0,2500,29.68,,,,,,,,13.64%,-0.77%,,,,,,
Saint Lucia,LCA,1978,0,2600,30.66,,,,,,,,4.00%,3.30%,,,,,,
Saint Lucia,LCA,1979,0,1024,17.16,,,,,,,,-60.62%,-44.03%,,,,,,
Saint Lucia,LCA,1980,0,969,16.44,,,,,,,,-5.37%,-4.20%,,,,,,
Saint Lucia,LCA,1981,0,891,16.65,,,,,,,,-8.05%,1.28%,,,,,,
Saint Lucia,LCA,1982,0,921,16.79,,,,,,,,3.37%,0.84%,,,,,,
Saint Lucia,LCA,1983,0,910,17.17,,,,,,,,-1.19%,2.26%,,,,,,
Saint Lucia,LCA,1984,0,946,18.68,,,,,,,,3.96%,8.79%,,,,,,
Saint Lucia,LCA,1985,100,1052,18.35,,,,,,,,11.21%,-1.77%,,,,,,
Saint Lucia,LCA,1986,100,840,14.53,,,,,,,0.00%,-20.15%,-20.82%,,,,,,
Saint Lucia,LCA,1987,100,651,14.3,,,,,,,0.00%,-22.50%,-1.58%,,,,,,
Saint Lucia,LCA,1988,35,791,15.8,,,,,,,-65.00%,21.51%,10.49%,,,,,,
Saint Lucia,LCA,1989,40,807,18.94,,,,,,,14.29%,2.02%,19.87%,,,,,,
Saint Lucia,LCA,1990,40,948,18.63,,,,,,,0.00%,17.47%,-1.64%,,,,,,
Saint Lucia,LCA,1991,40,1016,20.7,,,,,,,0.00%,7.17%,11.11%,,,,,,
Saint Lucia,LCA,1992,21,1107,21.27,,,,,,,-47.50%,8.96%,2.75%,,,,,,
Saint Lucia,LCA,1993,9,1395,23.76,,,,,,,-57.14%,26.02%,11.71%,,,,,,
Saint Lucia,LCA,1994,11,1345,24.16,,,,,,,22.22%,-3.58%,1.68%,,,,,,
Saint Lucia,LCA,1995,11,1343,23.64,,,,,,,0.00%,-0.15%,-2.15%,,,,,,
Saint Lucia,LCA,1996,12,1402,26.47,,,,,,,9.09%,4.39%,11.97%,,,,,,
Saint Lucia,LCA,1997,3,1416,25.09,,,,,,,-75.00%,1.00%,-5.21%,,,,,,
Saint Lucia,LCA,1998,2,1709,25.15,,,,,,,-33.33%,20.69%,0.24%,,,,,,
Saint Lucia,LCA,1999,137,2061,28.96,,,,,,,6750.00%,20.60%,15.15%,,,,,,
Saint Lucia,LCA,2000,1,2027,27.69,,,,,,,-99.27%,-1.65%,-4.39%,,,,,,
Saint Lucia,LCA,2001,29,2160,27.4,,,,,,,2800.00%,6.56%,-1.05%,,,,,,
Saint Lucia,LCA,2002,18,1895,28.98,,,,,,,-37.93%,-12.27%,5.77%,,,,,,
Saint Lucia,LCA,2003,22,1668,29.46,,,,,,,22.22%,-11.98%,1.66%,,,,,,
Saint Lucia,LCA,2004,6,1706,35.12,,,,,,,-72.73%,2.28%,19.21%,,,,,,
Saint Lucia,LCA,2005,15,1590,38.29,,,,,,,150.00%,-6.80%,9.03%,,,,,,
Saint Lucia,LCA,2006,10.24300003,1647,32.34,,,,,,,-31.71%,3.58%,-15.54%,,,,,,
Saint Lucia,LCA,2007,10.39000034,1732,32.12,,,,,,,1.44%,5.16%,-0.68%,,,,,,
Saint Lucia,LCA,2008,7.039999962,1895,31.15,,,,,,,-32.24%,9.41%,-3.02%,,,,,,
Saint Lucia,LCA,2009,12.36000061,2066,28.2,,,,,,,75.57%,9.02%,-9.47%,,,,,,
Saint Lucia,LCA,2010,20.89999962,1964,24.84,,,,,,,69.09%,-4.94%,-11.91%,,,,,,
Saint Lucia,LCA,2011,21.79999924,1811,23.59,,,,,,,4.31%,-7.79%,-5.03%,,,,,,
Saint Lucia,LCA,2012,27.89999962,1944,23.33,,,,,,,27.98%,7.34%,-1.10%,,,,,,
Saint Lucia,LCA,2013,44.29999924,1991,23.2,,,,,,,58.78%,2.42%,-0.56%,,,,,,
Saint Lucia,LCA,2014,36.20000076,1982,33.73,,,,,,,-18.28%,-0.45%,45.39%,,,,,,
Saint Lucia,LCA,2015,26.10000038,2030,33.18,,,,,,,-27.90%,2.42%,-1.63%,,,,,,
Saint Lucia,LCA,2016,32.44000244,2117,31.93,,,,,,,24.29%,4.29%,-3.77%,,,,,,
Saint Lucia,LCA,2017,27.45000076,2091,34.1,,,,,,,-15.38%,-1.23%,6.80%,,,,,,
Saint Vincent and the Gredines,VCT,2013,0.5,39511,18.28,,,,,,,,,,,,,,,
Saint Vincent and the Gredines,VCT,2014,1.399999976,81386,18.3,,,,,,,180.00%,105.98%,0.11%,,,,,,
Saint Vincent and the Gredines,VCT,2015,1.399999976,26167,18.26,,,,,,,0.00%,-67.85%,-0.22%,,,,,,
Saint Vincent and the Gredines,VCT,2016,1.399999976,22743,18.2,,,,,,,0.00%,-13.09%,-0.33%,,,,,,
Saint Vincent and the Gredines,VCT,2017,1.100000024,32986,18.14,,,,,,,-21.43%,45.04%,-0.33%,,,,,,
Samoa,WSM,1961,0,600,32.14,,,,,,,,,,,,,,,
Samoa,WSM,1962,0,600,31.9,,,,,,,,0.00%,-0.75%,,,,,,
Samoa,WSM,1963,0,600,30.83,,,,,,,,0.00%,-3.35%,,,,,,
Samoa,WSM,1964,0,600,30.08,,,,,,,,0.00%,-2.43%,,,,,,
Samoa,WSM,1965,0,600,29.13,,,,,,,,0.00%,-3.16%,,,,,,
Samoa,WSM,1966,0,700,29.01,,,,,,,,16.67%,-0.41%,,,,,,
Samoa,WSM,1967,0,700,28.36,,,,,,,,0.00%,-2.24%,,,,,,
Samoa,WSM,1968,0,700,29.09,,,,,,,,0.00%,2.57%,,,,,,
Samoa,WSM,1969,0,700,26.1,,,,,,,,0.00%,-10.28%,,,,,,
Samoa,WSM,1970,0,900,28.32,,,,,,,,28.57%,8.51%,,,,,,
Samoa,WSM,1971,0,900,36.44,,,,,,,,0.00%,28.67%,,,,,,
Samoa,WSM,1972,0,900,30.22,,,,,,,,0.00%,-17.07%,,,,,,
Samoa,WSM,1973,0,900,24.93,,,,,,,,0.00%,-17.50%,,,,,,
Samoa,WSM,1974,0,900,27.33,,,,,,,,0.00%,9.63%,,,,,,
Samoa,WSM,1975,0,1000,27.81,,,,,,,,11.11%,1.76%,,,,,,
Samoa,WSM,1976,0,1100,33.3,,,,,,,,10.00%,19.74%,,,,,,
Samoa,WSM,1977,0,1250,33.64,,,,,,,,13.64%,1.02%,,,,,,
Samoa,WSM,1978,0,1090,23.23,,,,,,,,-12.80%,-30.95%,,,,,,
Samoa,WSM,1979,0,1890,40.03,,,,,,,,73.39%,72.32%,,,,,,
Samoa,WSM,1980,0,1990,35.69,,,,,,,,5.29%,-10.84%,,,,,,
Samoa,WSM,1981,0,3095,49.45,,,,,,,,55.53%,38.55%,,,,,,
Samoa,WSM,1982,0,4020,44.71,,,,,,,,29.89%,-9.59%,,,,,,
Samoa,WSM,1983,0,3820,36.95,,,,,,,,-4.98%,-17.36%,,,,,,
Samoa,WSM,1984,0,3720,40.37,,,,,,,,-2.62%,9.26%,,,,,,
Samoa,WSM,1985,0,3641,44.3,,,,,,,,-2.12%,9.73%,,,,,,
Samoa,WSM,1986,0,3186,35.44,,,,,,,,-12.50%,-20.00%,,,,,,
Samoa,WSM,1987,0,3076,43.54,,,,,,,,-3.45%,22.86%,,,,,,
Samoa,WSM,1988,0,2500,42.72,,,,,,,,-18.73%,-1.88%,,,,,,
Samoa,WSM,1989,0,2530,42.84,,,,,,,,1.20%,0.28%,,,,,,
Samoa,WSM,1990,0,1505,37.45,,,,,,,,-40.51%,-12.58%,,,,,,
Samoa,WSM,1991,0,1595,38.25,,,,,,,,5.98%,2.14%,,,,,,
Samoa,WSM,1992,0,2436,43.25,,,,,,,,52.73%,13.07%,,,,,,
Samoa,WSM,1993,0,1986,41.61,,,,,,,,-18.47%,-3.79%,,,,,,
Samoa,WSM,1994,0,2591,38.54,,,,,,,,30.46%,-7.38%,,,,,,
Samoa,WSM,1995,0,4094,40.7,,,,,,,,58.01%,5.60%,,,,,,
Samoa,WSM,1996,0,4410,50.17,,,,,,,,7.72%,23.27%,,,,,,
Samoa,WSM,1997,1,7867,50.14,,,,,,,,78.39%,-0.06%,,,,,,
Samoa,WSM,1998,0,9364,52.44,,,,,,,-100.00%,19.03%,4.59%,,,,,,
Samoa,WSM,1999,0,8562,56.7,,,,,,,,-8.56%,8.12%,,,,,,
Samoa,WSM,2000,0,8595,54.3,,,,,,,,0.39%,-4.23%,,,,,,
Samoa,WSM,2001,0,8613,56.08,,,,,,,,0.21%,3.28%,,,,,,
Samoa,WSM,2002,0,10881,53.41,,,,,,,,26.33%,-4.76%,,,,,,
Samoa,WSM,2003,0,9703,52.37,,,,,,,,-10.83%,-1.95%,,,,,,
Samoa,WSM,2004,0,9934,48.42,,,,,,,,2.38%,-7.54%,,,,,,
Samoa,WSM,2005,0,9836,48.42,,,,,,,,-0.99%,0.00%,,,,,,
Samoa,WSM,2006,0,12435,45.54,,,,,,,,26.42%,-5.95%,,,,,,
Samoa,WSM,2007,3,14091,45.34,,,,,,,,13.32%,-0.44%,,,,,,
Samoa,WSM,2008,3,13899,47.71,,,,,,,0.00%,-1.36%,5.23%,,,,,,
Samoa,WSM,2009,5,13279,47.43,,,,,,,66.67%,-4.46%,-0.59%,,,,,,
Samoa,WSM,2010,5,12840,46.71,,,,,,,0.00%,-3.31%,-1.52%,,,,,,
Samoa,WSM,2011,5,11452,45.28,,,,,,,0.00%,-10.81%,-3.06%,,,,,,
Samoa,WSM,2012,4.599999905,11901,44.8,,,,,,,-8.00%,3.92%,-1.06%,,,,,,
Samoa,WSM,2013,3.729000092,11201,44.57,,,,,,,-18.93%,-5.88%,-0.51%,,,,,,
Samoa,WSM,2014,5.561999798,7501,47.19,,,,,,,49.16%,-33.03%,5.88%,,,,,,
Samoa,WSM,2015,13.34000015,8699,45.95,,,,,,,139.84%,15.97%,-2.63%,,,,,,
Samoa,WSM,2016,10,8801,47.7,,,,,,,-25.04%,1.17%,3.81%,,,,,,
Samoa,WSM,2017,10.11999989,10854,46.32,,,,,,,1.20%,23.33%,-2.89%,,,,,,
Saudi Arabia,SAU,1961,0,16200,4.45,,,,,,,,,,,,,,,
Saudi Arabia,SAU,1962,0,18300,4.28,,,,,,,,12.96%,-3.82%,,,,,,
Saudi Arabia,SAU,1963,0,19600,4.55,,,,,,,,7.10%,6.31%,,,,,,
Saudi Arabia,SAU,1964,0,17700,3.89,,,,,,,,-9.69%,-14.51%,,,,,,
Saudi Arabia,SAU,1965,0,18600,3.88,,,,,,,,5.08%,-0.26%,,,,,,
Saudi Arabia,SAU,1966,0,20200,4.15,,,,,,,,8.60%,6.96%,,,,,,
Saudi Arabia,SAU,1967,0,22100,4.25,,,,,,,,9.41%,2.41%,,,,,,
Saudi Arabia,SAU,1968,0,21100,3.95,,,,,,,,-4.52%,-7.06%,,,,,,
Saudi Arabia,SAU,1969,0,22000,3.9,,,,,,,,4.27%,-1.27%,,,,,,
Saudi Arabia,SAU,1970,0,21700,4.18,,,,,,,,-1.36%,7.18%,,,,,,
Saudi Arabia,SAU,1971,0,22300,3.93,,,,,,,,2.76%,-5.98%,,,,,,
Saudi Arabia,SAU,1972,0,23800,4.26,,,,,,,,6.73%,8.40%,,,,,,
Saudi Arabia,SAU,1973,0,26400,5.37,,,,,,,,10.92%,26.06%,,,,,,
Saudi Arabia,SAU,1974,0,23600,4.64,,,,,,,,-10.61%,-13.59%,,,,,,
Saudi Arabia,SAU,1975,0,23000,4.44,,,,,,,,-2.54%,-4.31%,,,,,,
Saudi Arabia,SAU,1976,0,23300,5.02,,,,,,,,1.30%,13.06%,,,,,,
Saudi Arabia,SAU,1977,0,22800,6.21,,,,,,,,-2.15%,23.71%,,,,,,
Saudi Arabia,SAU,1978,0,24950,6.3,,,,,,,,9.43%,1.45%,,,,,,
Saudi Arabia,SAU,1979,0,24460,7.56,,,,,,,,-1.96%,20.00%,,,,,,
Saudi Arabia,SAU,1980,0,24775,8.25,,,,,,,,1.29%,9.13%,,,,,,
Saudi Arabia,SAU,1981,0,28570,8.58,,,,,,,,15.32%,4.00%,,,,,,
Saudi Arabia,SAU,1982,0,31820,9.12,,,,,,,,11.38%,6.29%,,,,,,
Saudi Arabia,SAU,1983,0,35300,9.26,,,,,,,,10.94%,1.54%,,,,,,
Saudi Arabia,SAU,1984,0,38490,8.47,,,,,,,,9.04%,-8.53%,,,,,,
Saudi Arabia,SAU,1985,0,43696,8.54,,,,,,,,13.53%,0.83%,,,,,,
Saudi Arabia,SAU,1986,28,45498,7.19,,,,,,,,4.12%,-15.81%,,,,,,
Saudi Arabia,SAU,1987,140,47748,7.07,,,,,,,400.00%,4.95%,-1.67%,,,,,,
Saudi Arabia,SAU,1988,331,45732,6.68,,,,,,,136.43%,-4.22%,-5.52%,,,,,,
Saudi Arabia,SAU,1989,1240,47150,6.93,,,,,,,274.62%,3.10%,3.74%,,,,,,
Saudi Arabia,SAU,1990,1988,40630,5.5,,,,,,,60.32%,-13.83%,-20.63%,,,,,,
Saudi Arabia,SAU,1991,2153,40289,6.03,,,,,,,8.30%,-0.84%,9.64%,,,,,,
Saudi Arabia,SAU,1992,2380,45910,4.95,,,,,,,10.54%,13.95%,-17.91%,,,,,,
Saudi Arabia,SAU,1993,2503,48022,4.98,,,,,,,5.17%,4.60%,0.61%,,,,,,
Saudi Arabia,SAU,1994,2235,54612,5.33,,,,,,,-10.71%,13.72%,7.03%,,,,,,
Saudi Arabia,SAU,1995,2696,45692,6.38,,,,,,,20.63%,-16.33%,19.70%,,,,,,
Saudi Arabia,SAU,1996,3835,47709,6.17,,,,,,,42.25%,4.41%,-3.29%,,,,,,
Saudi Arabia,SAU,1997,4690,49395,6.57,,,,,,,22.29%,3.53%,6.48%,,,,,,
Saudi Arabia,SAU,1998,5101,51291,7.06,,,,,,,8.76%,3.84%,7.46%,,,,,,
Saudi Arabia,SAU,1999,5620,46700,7.14,,,,,,,10.17%,-8.95%,1.13%,,,,,,
Saudi Arabia,SAU,2000,6004,49080,7.06,,,,,,,6.83%,5.10%,-1.12%,,,,,,
Saudi Arabia,SAU,2001,8218,55331,8.13,,,,,,,36.88%,12.74%,15.16%,,,,,,
Saudi Arabia,SAU,2002,6744,57211,7.61,,,,,,,-17.94%,3.40%,-6.40%,,,,,,
Saudi Arabia,SAU,2003,11824,55440,7.28,,,,,,,75.33%,-3.10%,-4.34%,,,,,,
Saudi Arabia,SAU,2004,11172,55418,8.49,,,,,,,-5.51%,-0.04%,16.62%,,,,,,
Saudi Arabia,SAU,2005,14375,60421,8.97,,,,,,,28.67%,9.03%,5.65%,,,,,,
Saudi Arabia,SAU,2006,15586,65485,9.86,,,,,,,8.42%,8.38%,9.92%,,,,,,
Saudi Arabia,SAU,2007,18410.40039,66221,10.22,,,,,,,18.12%,1.12%,3.65%,,,,,,
Saudi Arabia,SAU,2008,22340,68898,8.42,,,,,,,21.34%,4.04%,-17.61%,,,,,,
Saudi Arabia,SAU,2009,26441.84961,67664,8.34,,,,,,,18.36%,-1.79%,-0.95%,,,,,,
Saudi Arabia,SAU,2010,26374,65145,11.34,,,,,,,-0.26%,-3.72%,35.97%,,,,,,
Saudi Arabia,SAU,2011,16076,64481,11.05,,,,,,,-39.05%,-1.02%,-2.56%,,,,,,
Saudi Arabia,SAU,2012,12737,65170,13.34,,,,,,,-20.77%,1.07%,20.72%,,,,,,
Saudi Arabia,SAU,2013,9266,71946,13.48,,,,,,,-27.25%,10.40%,1.05%,,,,,,
Saudi Arabia,SAU,2014,23880,68660,12.38,,,,,,,157.72%,-4.57%,-8.16%,,,,,,
Saudi Arabia,SAU,2015,30000,68130,11.66,,,,,,,25.63%,-0.77%,-5.82%,,,,,,
Saudi Arabia,SAU,2016,39920,68082,11.93,,,,,,,33.07%,-0.07%,2.32%,,,,,,
Saudi Arabia,SAU,2017,55000,68000,11.33,,,,,,,37.78%,-0.12%,-5.03%,,,,,,
